Область,Регион,Город,Гор.район,Квартал,Улица,Дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,Д.134
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.4,Ул.Юбилейная,17/56 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Мурысева ул.,Д.53
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ступиной В. ул.,100 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,3 КВАР-Л,Московский пр-кт,43/26 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ушакова улиц.,62 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Куйбышева улиц.,34 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Южное ш.,51А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Каштановая улиц.,здание 19
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,17  кв.,Ул.40 лет Победы,44 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Дзержинского,98В дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Обводная дорога,30 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Ул.70 лет Октября,64А дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Голосова улиц.,107 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Хрящевское ш.,20 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,7 к.,Ул.Юбилейная,43 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Жилина,18 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,улица Пархоменко,22
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ул.Автостроителей,34 д.
Самарская обл.,Ставропольский р-н,с.Тимофеевка,,,Строителей ул.,34 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Московский пр-кт,ГСК110 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Моховой проезд,8 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Калинина ул.,здание 62
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Карла Маркса улиц.,1 д.
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Мирный 2-й проезд,49 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Окраинная,9 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Олимпийская,Д.31
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Борковская ул.,Д.38
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Борковская ул.,НЕТ дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.19,Татищева б-р,12А дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,11к,Жукова ул.,48А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ул.Щорса,42 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Чапаева,Д.18
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Мира,Д.135
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Северная ул.,65А д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Герцена ул.,44
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Автозаводское  ш.,10 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,2 кв-л,Московский пр-кт,7
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.6,Королева б-р,Д.8А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Дзержинского,90 д.
